,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
25,"Todo De Ti","Rauw Alejandro",2177181,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
26,traitor,"Olivia Rodrigo",2136787,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
27,"Levitating (feat. DaBaby)","Dua Lipa",2092146,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
28,Volví,Aventura,2088072,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
29,LALISA,LISA,2001284,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
30,"In Da Getto","J Balvin",1964360,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
31,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1959775,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
32,"Take My Breath","The Weeknd",1891934,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
33,"Meet Me At Our Spot","THE ANXIETY",1859659,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
34,"Blinding Lights","The Weeknd",1839735,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
35,"Qué Más Pues?","J Balvin",1759370,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
36,"Girls Want Girls (with Lil Baby)",Drake,1753558,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
37,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1748877,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
38,"I WANNA BE YOUR SLAVE",Måneskin,1728271,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
39,Hurricane,"Kanye West",1724178,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o
40,"drivers license","Olivia Rodrigo",1677051,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
41,"Don't Be Shy",Tiësto,1652141,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
42,2055,"Sleepy Hallow",1637427,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
43,Cúrame,"Rauw Alejandro",1622607,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
44,"Ley Seca","Jhay Cortez",1614255,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
45,"Where Are You Now","Lost Frequencies",1603678,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
46,Butter,BTS,1593642,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
47,"Get Into It (Yuh)","Doja Cat",1519944,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
48,Sobrio,Maluma,1502652,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
49,"deja vu","Olivia Rodrigo",1487721,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
50,"Wildest Dreams (Taylor's Version)","Taylor Swift",1474966,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
51,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",1457432,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
52,"Volando - Remix",Mora,1444777,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
53,"AM Remix","Nio Garcia",1417653,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
54,"family ties (with Kendrick Lamar)","Baby Keem",1388365,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
55,"Don't Go Yet","Camila Cabello",1378376,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
56,París,Ingratax,1375652,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
57,"Watermelon Sugar","Harry Styles",1370283,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
58,"Sweater Weather","The Neighbourhood",1366458,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
59,Nostálgico,Rvssian,1332307,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
60,"Permission to Dance",BTS,1323208,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
61,Bored,"Billie Eilish",1305245,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
62,"Leave The Door Open","Bruno Mars",1297426,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
63,DÁKITI,"Bad Bunny",1289795,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
64,happier,"Olivia Rodrigo",1250488,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
65,"Dark Red","Steve Lacy",1244181,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
66,"Like I Can","Sam Smith",1240166,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
67,"Mood (feat. iann dior)",24kGoldn,1227914,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
68,"Entre Nosotros","Tiago PZK",1226100,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
69,"Una Nota","J Balvin",1222177,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA
70,"Someone You Loved","Lewis Capaldi",1210721,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
71,Dynamite,BTS,1209350,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
72,"Last One Standing (feat. Polo G, Mozzy & Eminem)","Skylar Grey",1199762,https://open.spotify.com/track/5W8HXMOMLtXLz0RGKUtnlZ
73,"Love Tonight - Edit",Shouse,1185155,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
74,"Don't Start Now","Dua Lipa",1168690,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
75,Freaks,"Surf Curse",1166074,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
76,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,1163305,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
77,"Your Heart","Joyner Lucas",1149518,https://open.spotify.com/track/2DTpP3caqX3QdJIEoS83mD
78,"I GUESS I'M IN LOVE","Clinton Kane",1125614,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
79,"Pareja Del Año","Sebastian Yatra",1106561,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
80,"Happier Than Ever - Edit","Billie Eilish",1105408,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
81,Miénteme,TINI,1099962,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
82,"edamame (feat. Rich Brian)",bbno$,1093854,https://open.spotify.com/track/1uMHCAyGmHqyygoNRuo7MV
83,"lovely (with Khalid)","Billie Eilish",1090233,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
84,"Astronaut In The Ocean","Masked Wolf",1080516,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
85,"Tiroteo - Remix","Marc Seguí",1076546,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
86,"The Business",Tiësto,1070851,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
87,"Love Again","Dua Lipa",1068368,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
88,LOCO,ITZY,1060073,https://open.spotify.com/track/59c0HrzmHfyQs6LgDw5cHe
89,"Ain't Shit","Doja Cat",1048420,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
90,"jealousy, jealousy","Olivia Rodrigo",1046400,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
91,"favorite crime","Olivia Rodrigo",1043670,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
92,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",1042793,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
93,Perfect,"Ed Sheeran",1036897,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
94,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,1035654,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
95,SEJODIOTO,"KAROL G",1028016,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW
96,"Save Your Tears","The Weeknd",1027297,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
97,"Chosen (feat. Ty Dolla $ign)",Blxst,1011779,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
98,"Have Mercy",Chlöe,1004342,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg
99,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,1003146,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
100,"911 - Remix",Sech,998320,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
101,Believer,"Imagine Dragons",990566,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
102,positions,"Ariana Grande",987055,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
103,"Before You Go","Lewis Capaldi",985249,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
104,Circles,"Post Malone",984990,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
105,Loco,"Justin Quiles",972283,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
106,RAPSTAR,"Polo G",969803,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
107,telepatía,"Kali Uchis",964436,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
108,Moon,"Kanye West",962416,https://open.spotify.com/track/2Rd4eJ4KwXQQn2sMSToyUM
109,"Dance Monkey","Tones And I",953692,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
110,Yellow,Coldplay,953144,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
111,"Champagne Poetry",Drake,947223,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk
112,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",935101,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
113,"double take",dhruv,933798,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
114,A-O-K,"Tai Verdes",930457,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
115,"Heartbreak Anniversary",Giveon,920952,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
116,"Shape of You","Ed Sheeran",919121,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
117,Arcade,"Duncan Laurence",910147,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
118,"Smells Like Teen Spirit",Nirvana,902659,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
119,Heather,"Conan Gray",900042,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
120,"Jugaste y Sufrí","Eslabon Armado",891603,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
121,"you broke me first","Tate McRae",886332,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
122,"Off The Grid","Kanye West",878615,https://open.spotify.com/track/2gbMPBrBVj3CuNTLp2dHYs
123,"Arranhão - Ao Vivo","Henrique & Juliano",876814,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
124,"The Real Slim Shady",Eminem,876618,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
125,"Daddy Issues","The Neighbourhood",874853,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
126,Levitating,"Dua Lipa",865733,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
127,"Poblado - Remix","J Balvin",863877,https://open.spotify.com/track/2K1CQMoG2Dy5nmeOYnhoi8
128,"love nwantiti (feat. ElGrande Toto) - North African Remix",CKay,861745,https://open.spotify.com/track/1EYeZGTMCjV7uVey5fNWXM
129,"Gangsta's Paradise",Coolio,854561,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
130,Señorita,"Shawn Mendes",851398,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
131,"You Right","Doja Cat",850264,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
132,"Bohemian Rhapsody - Remastered 2011",Queen,849635,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
133,"She Knows (feat. Amber Coffman & Cults)","J. Cole",845725,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
134,"Say You Won't Let Go","James Arthur",844280,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
135,"No Role Modelz","J. Cole",837820,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
136,"Counting Stars",OneRepublic,836096,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
137,Dandelions,"Ruth B.",834848,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
138,"WITHOUT YOU","The Kid LAROI",834042,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
139,Shallow,"Lady Gaga",833047,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
140,"Take Me To Church",Hozier,832751,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
141,"The Nights",Avicii,828004,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
142,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",826465,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
143,"Bala Love","Mc Anjim",825721,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
144,"Talking to the Moon","Bruno Mars",824725,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
145,"Mon Amour - Remix",zzoilo,824293,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
146,"Head & Heart (feat. MNEK)","Joel Corry",823529,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
147,"Another Love","Tom Odell",822036,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
148,"SCOOP (feat. Doja Cat)","Lil Nas X",821734,https://open.spotify.com/track/6bpq1jGkVz66Q3LYeoXdjZ
149,Memories,"Maroon 5",816630,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
150,goosebumps,"Travis Scott",813523,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
151,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi",810019,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY
152,"Mr. Brightside","The Killers",805555,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
153,"A La Antigüita","Calibre 50",805001,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
154,Riptide,"Vance Joy",803654,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
155,"Every Breath You Take","The Police",803563,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
156,"ALMAS GEMELAS","Myke Towers",796254,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
157,"7 rings","Ariana Grande",794740,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
158,brutal,"Olivia Rodrigo",793213,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
159,"Quer Voar",Matuê,793198,https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz
160,Run,OneRepublic,788938,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
161,"All of Me","John Legend",788693,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
162,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",788430,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
163,"bad guy","Billie Eilish",783642,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
164,"Without Me",Eminem,778351,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
165,"Too Easy",Gunna,777102,https://open.spotify.com/track/4eL3XeuGaEoVT8ttDh3hwY
166,"Jocelyn Flores",XXXTENTACION,775785,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
167,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,774144,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
168,"Wake Me Up",Avicii,769533,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
169,"Adore You","Harry Styles",769314,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
170,"Wants and Needs (feat. Lil Baby)",Drake,768716,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
171,"Goosebumps - Remix","Travis Scott",762914,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
172,"No Friends In The Industry",Drake,761991,https://open.spotify.com/track/2tUL6dZf1mywCj5WvCPZw6
173,"Obsessed With You","Central Cee",759839,https://open.spotify.com/track/4PYfFHKfjYz6dwAtZhBy1z
174,"Roses - Imanbek Remix","SAINt JHN",759577,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
175,"Here's Your Perfect","Jamie Miller",755340,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
176,"Dreams - 2004 Remaster","Fleetwood Mac",755227,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
177,"Sexo Virtual","Rauw Alejandro",752803,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
178,"Botella Tras Botella","Gera MX",752531,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
179,"Lucid Dreams","Juice WRLD",750891,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
180,"Ela e Ela","Zé Neto & Cristiano",749174,https://open.spotify.com/track/5Yu1AOnIzC1tWRJ4U0uW7u
181,2/Catorce,"Rauw Alejandro",748369,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
182,"Hold On","Justin Bieber",743801,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
183,"Blank Space","Taylor Swift",742621,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
184,"Motley Crew","Post Malone",740313,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
185,"'Till I Collapse",Eminem,739716,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
186,Loverboy,A-Wall,738209,https://open.spotify.com/track/0qXP5fMhxGzxALOkXYUxfP
187,ONLY,LeeHi,737075,https://open.spotify.com/track/6TBJkXHPhu3EsMk1bshwuI
188,"fue mejor (feat. SZA)","Kali Uchis",736722,https://open.spotify.com/track/1CrPPsibP3uTc3DSI5vQC5
189,"In the End","Linkin Park",736369,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
190,Hawái,Maluma,732486,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
191,"Never Going Home",Kungs,731127,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
192,"Wildest Dreams","Taylor Swift",729758,https://open.spotify.com/track/3fVnlF4pGqWI9flVENcT28
193,"Something Just Like This","The Chainsmokers",727337,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
194,"Ranjha (From ""Shershaah"")","Jasleen Royal",727259,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j
195,Photograph,"Ed Sheeran",725799,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
196,Closer,"The Chainsmokers",724090,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
197,Payphone,"Maroon 5",723499,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
198,34+35,"Ariana Grande",722837,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
199,"La Curiosidad","Jay Wheeler",719496,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
200,"Wonderwall - Remastered",Oasis,719291,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
