,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
97,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,1001519,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
98,"Before You Go","Lewis Capaldi",989556,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
99,Moon,"Kanye West",987829,https://open.spotify.com/track/2Rd4eJ4KwXQQn2sMSToyUM
100,"Champagne Poetry",Drake,986689,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk
101,"911 - Remix",Sech,975381,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
102,Circles,"Post Malone",969225,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
103,positions,"Ariana Grande",967590,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
104,Believer,"Imagine Dragons",965731,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
105,"double take",dhruv,955342,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
106,RAPSTAR,"Polo G",950053,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
107,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,944775,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
108,Loco,"Justin Quiles",940369,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
109,"Heartbreak Anniversary",Giveon,927441,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
110,A-O-K,"Tai Verdes",926015,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
111,"love nwantiti (feat. ElGrande Toto) - North African Remix",CKay,925197,https://open.spotify.com/track/1EYeZGTMCjV7uVey5fNWXM
112,"Off The Grid","Kanye West",923525,https://open.spotify.com/track/2gbMPBrBVj3CuNTLp2dHYs
113,Yellow,Coldplay,922458,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
114,telepatía,"Kali Uchis",917042,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
115,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",911381,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
116,"Dance Monkey","Tones And I",907960,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
117,"Smells Like Teen Spirit",Nirvana,905780,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
118,Heather,"Conan Gray",902877,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
119,Arcade,"Duncan Laurence",898160,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
120,"Shape of You","Ed Sheeran",894663,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
121,"SCOOP (feat. Doja Cat)","Lil Nas X",889185,https://open.spotify.com/track/6bpq1jGkVz66Q3LYeoXdjZ
122,"you broke me first","Tate McRae",888169,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
123,"Daddy Issues","The Neighbourhood",877410,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
124,"Jugaste y Sufrí","Eslabon Armado",854380,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
125,Levitating,"Dua Lipa",853383,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
126,Dandelions,"Ruth B.",845874,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
127,"You Right","Doja Cat",837589,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
128,"Say You Won't Let Go","James Arthur",831993,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
129,"WITHOUT YOU","The Kid LAROI",830979,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
130,"Gangsta's Paradise",Coolio,827921,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
131,Señorita,"Shawn Mendes",827322,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
132,"Poblado - Remix","J Balvin",825658,https://open.spotify.com/track/2K1CQMoG2Dy5nmeOYnhoi8
133,"Arranhão - Ao Vivo","Henrique & Juliano",825035,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
134,"Talking to the Moon","Bruno Mars",823549,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
135,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi",822086,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY
136,"The Real Slim Shady",Eminem,821210,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
137,"No Role Modelz","J. Cole",818263,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
138,"Another Love","Tom Odell",816611,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
139,"Counting Stars",OneRepublic,813461,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
140,"Bohemian Rhapsody - Remastered 2011",Queen,812519,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
141,"Bala Love","Mc Anjim",811864,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
142,"She Knows (feat. Amber Coffman & Cults)","J. Cole",811058,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
143,Memories,"Maroon 5",807402,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
144,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",806751,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
145,"The Nights",Avicii,805994,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
146,"Take Me To Church",Hozier,805916,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
147,"Head & Heart (feat. MNEK)","Joel Corry",802542,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
148,brutal,"Olivia Rodrigo",800687,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
149,goosebumps,"Travis Scott",798709,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
150,Shallow,"Lady Gaga",798453,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
151,"Too Easy",Gunna,794344,https://open.spotify.com/track/4eL3XeuGaEoVT8ttDh3hwY
152,"Mon Amour - Remix",zzoilo,792866,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
153,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,787109,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
154,"A La Antigüita","Calibre 50",786475,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
155,Run,OneRepublic,786449,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
156,"No Friends In The Industry",Drake,784860,https://open.spotify.com/track/2tUL6dZf1mywCj5WvCPZw6
157,Riptide,"Vance Joy",781880,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
158,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",781319,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
159,"Here's Your Perfect","Jamie Miller",780920,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
160,"Mr. Brightside","The Killers",778326,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
161,"ALMAS GEMELAS","Myke Towers",774234,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
162,"Every Breath You Take","The Police",771053,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
163,"All of Me","John Legend",768132,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
164,"7 rings","Ariana Grande",763623,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
165,"Jocelyn Flores",XXXTENTACION,763100,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
166,Loverboy,A-Wall,762440,https://open.spotify.com/track/0qXP5fMhxGzxALOkXYUxfP
167,"bad guy","Billie Eilish",760268,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
168,"Adore You","Harry Styles",760214,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
169,"Quer Voar",Matuê,757560,https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz
170,"Obsessed With You","Central Cee",755559,https://open.spotify.com/track/4PYfFHKfjYz6dwAtZhBy1z
171,"Wants and Needs (feat. Lil Baby)",Drake,751844,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
172,"Goosebumps - Remix","Travis Scott",750270,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
173,"Motley Crew","Post Malone",748751,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
174,"Wildest Dreams","Taylor Swift",748300,https://open.spotify.com/track/3fVnlF4pGqWI9flVENcT28
175,"Blank Space","Taylor Swift",746650,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
176,"Wake Me Up",Avicii,745592,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
177,"Ranjha (From ""Shershaah"")","Jasleen Royal",741562,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j
178,"Roses - Imanbek Remix","SAINt JHN",740632,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
179,"Hold On","Justin Bieber",737901,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
180,"Botella Tras Botella","Gera MX",737320,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
181,2/Catorce,"Rauw Alejandro",737031,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
182,"Dreams - 2004 Remaster","Fleetwood Mac",736441,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
183,"Lucid Dreams","Juice WRLD",735671,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
184,"Without Me",Eminem,730250,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
185,Reckless,"Madison Beer",729129,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh
186,ONLY,LeeHi,723767,https://open.spotify.com/track/6TBJkXHPhu3EsMk1bshwuI
187,"Sexo Virtual","Rauw Alejandro",720053,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
188,"Never Going Home",Kungs,716439,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
189,"'Till I Collapse",Eminem,715771,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
190,"In the End","Linkin Park",714254,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
191,"Butter (feat. Megan Thee Stallion)",BTS,713516,https://open.spotify.com/track/3JR0ducCexKbeK47g6AHm5
192,"Your Love (9PM)",ATB,710856,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
193,INFERNO,"Sub Urban",710219,https://open.spotify.com/track/7aonAWn0J0AJ47ZU9WHCXC
194,Photograph,"Ed Sheeran",709115,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
195,Closer,"The Chainsmokers",707457,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
196,Hawái,Maluma,706477,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
197,34+35,"Ariana Grande",706039,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
198,"Something Just Like This","The Chainsmokers",705564,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
199,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",705560,https://open.spotify.com/track/5gZYpjakt37G3c58FKcQwJ
200,Streets,"Doja Cat",702923,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
